Kod,GlasNo,SiO2,B2O3,Al2O3,MgO,CaO,Na2O,K2O,E,density,Tg
2498,34459,71.01,0.45,0.31,0.0,13.01,12.13,3.08,71.8,2.51,540.0
2498,34460,71.77,11.09,0.25,0.0,0.0,9.76,6.29,82.5,2.52,538.0
3714,10815,75.01,0.0,0.0,0.0,10.69,14.3,0.0,77.5,2.46,548.0
3714,10817,69.93,5.08,0.0,0.0,10.71,14.29,0.0,80.4,2.51,563.0
3724,10860,52.5,24.3,0.0,0.0,0.0,23.2,0.0,80.4,2.56,529.0
3724,10861,72.9,21.3,0.0,0.0,0.0,5.8,0.0,60.6,2.24,500.0
3724,10862,72.5,14.3,0.0,0.0,0.0,13.2,0.0,79.8,2.47,587.0
3725,142471,65.0,4.5,12.5,0.0,0.0,18.0,0.0,74.9,2.44,563.0
3725,10870,60.0,0.0,10.0,0.0,0.0,30.0,0.0,72.3,2.5,492.0
3849,12354,82.0,0.0,0.0,0.0,8.0,10.0,0.0,70.5,2.4,566.0
3849,12355,78.5,0.0,0.0,0.0,8.0,13.5,0.0,69.1,2.42,554.0
3849,12356,76.0,0.0,0.0,0.0,8.0,16.0,0.0,68.0,2.45,544.0
3849,12357,73.0,0.0,0.0,0.0,8.0,19.0,0.0,67.1,2.44,530.0
3849,12358,70.5,0.0,0.0,0.0,8.0,21.5,0.0,66.4,2.5,528.0
3849,12359,70.5,0.0,0.0,0.0,18.5,11.0,0.0,75.2,2.54,600.0
3849,12360,80.0,0.0,0.0,0.0,10.0,10.0,0.0,71.7,2.42,571.0
3849,12361,70.5,0.0,0.0,0.0,25.0,4.5,0.0,79.1,2.56,645.0
3849,12362,76.5,0.0,0.0,0.0,13.5,10.0,0.0,73.9,2.47,587.0
3849,12363,65.0,0.0,0.0,0.0,25.0,10.0,0.0,79.7,2.62,624.0
3849,12364,72.5,0.0,0.0,0.0,17.5,10.0,0.0,75.1,2.52,606.0
3849,12365,70.5,0.0,0.0,0.0,12.0,17.5,0.0,70.3,2.52,553.0
3849,12366,70.5,0.0,0.0,0.0,19.5,10.0,0.0,76.2,2.54,611.0
3849,12367,70.5,0.0,0.0,0.0,22.0,7.5,0.0,77.8,2.56,628.0
3849,12368,78.5,0.0,0.0,0.0,11.5,10.0,0.0,72.2,2.44,586.0
3849,12369,75.0,0.0,0.0,0.0,15.0,10.0,0.0,74.3,2.49,597.0
3849,12370,62.5,0.0,0.0,0.0,27.5,10.0,0.0,80.6,2.66,625.0
3849,12371,74.7,0.0,0.0,0.0,15.8,9.5,0.0,75.3,2.49,607.0
3849,12372,70.2,0.0,0.0,0.0,18.6,11.2,0.0,75.8,2.54,604.0
3856,12428,32.65,46.21,0.0,0.0,0.0,20.68,0.0,67.6,2.4,500.0
3861,12497,58.82,29.41,0.0,0.0,0.0,11.76,0.0,62.5,2.3,526.0
3861,12500,56.34,28.17,0.0,0.0,0.0,15.49,0.0,75.3,2.43,553.0
3861,12501,55.56,27.78,0.0,0.0,0.0,16.67,0.0,73.7,2.45,558.0
3861,12502,54.79,27.4,0.0,0.0,0.0,17.81,0.0,76.5,2.47,560.0
3861,12503,54.05,27.03,0.0,0.0,0.0,18.92,0.0,76.5,2.48,562.0
3861,12506,50.0,25.0,0.0,0.0,0.0,25.0,0.0,76.1,2.53,539.0
3861,12509,46.51,23.26,0.0,0.0,0.0,30.23,0.0,70.4,2.52,502.0
5074,61705,82.71,11.6,1.52,0.0,0.0,3.51,0.66,63.0,2.23,530.0
5074,61706,79.4,10.44,2.48,0.78,1.13,4.08,0.67,66.0,2.34,550.0
5074,61707,77.88,9.0,3.07,0.0,1.68,6.57,0.0,73.0,2.39,560.0
5074,61709,72.28,15.37,3.09,0.0,0.0,7.11,0.33,68.0,2.31,505.0
5485,6008,70.67,18.34,2.16,0.0,0.0,8.83,0.0,61.3,2.29,525.0
5485,6010,70.65,21.09,1.88,0.0,0.0,3.81,2.58,63.2,2.25,480.0
5501,6075,77.38,3.56,1.22,0.0,2.21,13.0,2.63,72.5,2.43,504.0
5518,6112,78.61,14.75,1.2,0.0,0.0,4.27,1.17,62.7,2.26,550.0
5519,6113,71.97,16.66,3.16,0.0,0.0,0.31,5.95,63.7,2.27,515.0
5534,6151,77.09,0.0,0.66,0.0,10.32,9.54,2.39,72.0,2.49,520.0
5537,6157,75.03,10.79,3.07,0.0,0.0,11.11,0.0,71.2,2.37,560.0
5593,6357,75.85,0.0,0.36,0.0,11.69,9.6,2.51,71.6,2.49,520.0
5593,6362,82.48,10.61,1.77,0.0,0.33,4.61,0.2,73.5,2.25,490.0
5602,6405,76.53,15.03,1.28,0.0,0.0,5.8,0.0,66.2,2.27,510.0
5602,6406,77.28,14.56,1.24,0.0,0.0,5.62,0.0,66.2,2.27,510.0
5602,6407,70.13,8.19,6.21,0.0,6.78,8.69,0.0,72.1,2.42,586.0
5602,6408,78.3,12.27,2.56,0.32,0.34,4.73,0.16,65.1,2.31,545.0
5602,6409,79.02,12.82,2.19,0.0,0.0,4.63,0.0,65.1,2.31,545.0
5602,6410,79.01,12.9,2.2,0.0,0.0,3.62,0.68,65.1,2.31,545.0
6059,93468,75.01,6.8,0.0,0.0,2.28,5.47,9.85,73.9,2.52,547.0
6059,93469,74.45,9.15,0.025,0.0,0.08,8.75,5.71,81.5,2.56,559.0
7079,121838,62.58,0.0,11.42,3.65,11.32,6.98,2.71,80.9,2.6,668.0
7080,121850,60.22,0.0,12.29,3.46,12.21,8.48,1.76,78.9,2.58,652.0
7080,121853,59.24,0.0,14.01,3.5,11.16,8.65,1.47,78.8,2.55,664.0
7080,121862,56.94,0.0,13.28,3.08,12.39,9.83,3.02,79.2,2.61,649.0
7269,55180,83.18,11.39,1.34,0.0,0.0,3.7,0.39,61.8,2.23,530.0
8707,80254,72.13,0.0,0.0,0.0,10.25,16.39,0.0,76.6,2.49,584.0
8909,81804,70.92,0.0,0.72,6.16,7.13,14.33,0.24,71.9,2.48,537.0
8910,81805,74.0,0.0,0.0,0.0,10.0,16.0,0.0,70.9,2.48,542.0
8910,81806,74.0,0.0,0.0,0.0,10.0,0.0,16.0,62.4,2.46,618.0
10436,87657,83.08,11.4,1.46,0.0,0.0,3.6,0.46,61.8,2.23,530.0
10436,87658,71.86,0.0,0.46,5.14,9.18,13.36,0.0,73.5,2.49,528.0
10436,87659,80.97,9.35,2.13,0.77,0.88,4.3,0.0,69.0,2.3,576.0
10436,87664,80.33,5.39,2.11,2.59,2.63,4.96,0.0,73.1,2.38,582.0
10436,87666,81.74,4.04,2.15,2.48,2.68,5.55,0.0,73.3,2.37,581.0
10436,87670,80.08,4.49,2.1,3.19,3.28,5.24,0.0,73.5,2.38,584.0
10436,87672,79.12,4.52,3.03,3.22,3.3,5.28,0.0,72.2,2.39,593.0
10436,87686,73.63,4.38,6.22,4.41,4.19,5.63,0.0,73.7,2.45,621.0
14310,119645,80.08,0.0,0.0,0.0,5.36,14.56,0.0,67.0,2.41,500.0
14310,119646,79.67,0.0,0.0,0.0,10.67,9.65,0.0,72.0,2.43,560.0
14310,119647,75.19,0.0,0.0,0.0,5.37,19.44,0.0,65.0,2.46,490.0
14310,119648,74.81,0.0,0.0,0.0,10.69,14.5,0.0,72.0,2.48,528.0
14310,119649,74.43,0.0,0.0,0.0,15.95,9.62,0.0,75.0,2.5,585.0
14310,119650,69.93,0.0,0.0,0.0,10.7,19.37,0.0,69.0,2.52,510.0
14312,119661,83.43,10.74,1.27,0.15,0.55,3.59,0.2,62.9,2.23,540.0
14312,119662,71.53,0.0,0.64,5.88,7.6,14.14,0.19,72.5,2.49,535.0
14312,119663,70.23,0.0,0.29,6.88,8.1,14.28,0.19,72.3,2.49,530.0
14312,119664,72.18,0.0,1.23,6.06,7.01,13.07,0.38,74.0,2.49,530.0
14312,119665,75.86,7.06,4.38,0.0,1.82,9.06,0.75,76.0,2.48,575.0
15856,161890,74.0,0.0,0.0,0.0,0.0,26.0,0.0,60.1,2.43,475.0
15856,161891,74.0,0.0,0.0,0.0,4.0,22.0,0.0,64.5,2.46,499.0
15856,161892,74.0,0.0,0.0,0.0,7.0,19.0,0.0,67.5,2.48,526.0
15856,161893,74.0,0.0,0.0,0.0,10.0,16.0,0.0,71.2,2.48,542.0
15856,161894,74.0,0.0,0.0,0.0,13.0,13.0,0.0,73.4,2.5,574.0
15856,161895,74.0,0.0,0.0,0.0,16.0,10.0,0.0,75.4,2.51,604.0
16195,134083,82.71,11.6,1.52,0.0,0.0,3.51,0.66,63.0,2.23,530.0
16195,134085,79.4,10.44,2.48,0.78,1.13,4.08,0.67,66.0,2.34,550.0
16195,134086,77.41,10.04,3.3,0.0,0.91,7.18,0.13,70.0,2.35,560.0
16195,134087,77.88,9.0,3.07,0.0,1.68,6.57,0.0,73.0,2.39,560.0
16198,134120,82.63,6.21,2.85,0.0,0.33,6.87,0.0,67.0,2.31,561.0
16198,134121,80.69,7.97,2.69,0.0,0.33,6.44,0.0,67.0,2.31,562.0
16198,134122,81.4,6.85,2.79,0.0,0.33,6.69,0.0,67.0,2.31,560.0
16198,134123,80.98,7.43,2.69,0.0,0.33,6.63,0.0,67.0,2.31,568.0
16198,134125,83.26,4.73,2.93,0.0,0.33,6.82,0.0,67.0,2.32,586.0
16720,171076,70.14,0.0,1.09,5.79,6.97,16.01,0.0,72.0,2.52,524.0
17142,147486,70.09,0.0,0.35,5.86,10.11,13.34,0.019,73.0,2.49,546.0
17142,147487,73.92,0.0,1.5,0.0,11.99,11.99,0.5,75.0,2.52,565.0
17142,147488,73.93,0.0,1.5,3.99,7.99,11.99,0.5,72.0,2.47,547.0
17142,147489,73.84,0.0,1.51,8.01,4.0,12.04,0.5,71.0,2.45,548.0
20408,175152,71.19,8.78,0.0,0.0,0.0,19.72,0.0,66.8,2.57,504.0
20652,185941,40.0,40.0,0.0,0.0,0.0,20.0,0.0,74.0,2.43,523.0
24920,301454,69.6,8.7,0.0,0.0,0.0,21.7,0.0,70.7,2.43,552.0
24920,301455,57.0,19.0,0.0,0.0,0.0,24.0,0.0,83.7,2.51,585.0
24920,301456,42.0,32.0,0.0,0.0,0.0,26.0,0.0,70.3,2.38,541.0
24920,301457,23.5,46.5,0.0,0.0,0.0,30.0,0.0,72.9,2.48,505.0
25692,352701,71.0,0.0,0.0,0.0,11.5,17.5,0.0,70.2,2.53,558.0
25692,352702,74.0,0.0,0.0,0.0,10.3,15.7,0.0,69.3,2.5,559.0
25692,352703,77.0,0.0,0.0,0.0,9.1,13.9,0.0,68.6,2.47,560.0
25692,352704,80.0,0.0,0.0,0.0,7.9,12.1,0.0,68.1,2.43,561.0
26155,198377,46.98,0.0,4.77,21.97,22.12,2.32,1.66,60.6,2.79,667.0
27722,359723,74.0,0.0,0.0,0.0,10.0,16.0,0.0,71.6,2.48,550.0
27722,359732,72.1,0.0,0.0,0.0,10.25,16.4,0.0,77.7,2.49,585.0
27734,359598,78.0,0.0,2.0,0.0,5.0,15.0,0.0,68.9,2.43,512.0
27734,359599,78.0,0.0,2.0,2.5,2.5,15.0,0.0,68.3,2.41,500.0
27734,359600,78.0,0.0,2.0,5.0,0.0,15.0,0.0,66.6,2.39,490.0
27734,359601,75.0,0.0,2.0,6.0,0.0,17.0,0.0,66.0,2.43,520.0
27734,359602,75.0,0.0,6.0,2.0,0.0,17.0,0.0,67.3,2.42,522.0
27734,359603,79.0,0.0,2.0,4.0,1.0,13.0,1.0,67.2,2.39,519.0
27734,359604,77.5,0.0,2.0,4.0,2.5,13.0,1.0,69.0,2.41,534.0
27734,359605,76.0,0.0,2.0,4.0,4.0,13.0,1.0,69.9,2.43,538.0
27734,359606,71.0,0.0,0.0,0.0,11.5,17.5,0.0,70.2,2.53,558.0
27734,359607,74.0,0.0,0.0,0.0,10.3,15.7,0.0,69.3,2.5,559.0
27734,359608,77.0,0.0,0.0,0.0,9.1,13.9,0.0,68.6,2.46,560.0
27734,359609,80.0,0.0,0.0,0.0,7.9,12.1,0.0,68.1,2.43,561.0
27734,359610,80.0,0.0,0.0,6.0,0.0,14.0,0.0,65.6,2.39,498.0
27734,359611,76.0,0.0,0.0,10.0,0.0,14.0,0.0,67.5,2.42,525.0
27734,359612,72.0,0.0,0.0,14.0,0.0,14.0,0.0,70.2,2.45,551.0
27915,370460,79.82,7.19,0.0,0.0,0.0,12.99,0.0,76.0,2.41,578.0
27915,370461,82.84,8.13,0.0,0.0,0.0,9.03,0.0,74.0,2.38,607.0
27915,370462,82.85,11.74,1.46,0.0,0.0,3.5,0.46,63.0,2.23,557.0
28535,365742,64.98,0.0,6.52,5.02,8.69,10.01,4.3,75.0,2.5,584.0
28535,365744,65.32,0.0,6.49,5.0,9.21,9.96,4.01,76.0,2.5,588.0
28535,365745,64.94,0.0,8.68,5.14,6.82,14.27,0.0,76.0,2.5,606.0
28535,365747,67.52,0.0,6.46,4.93,6.65,13.93,0.0,76.0,2.5,594.0
28535,365748,67.34,0.0,6.44,4.92,6.63,13.9,0.0,76.0,2.5,590.0
28535,365754,67.78,0.0,6.48,5.06,6.72,13.96,0.0,75.0,2.5,590.0
28535,365755,68.78,0.0,6.48,5.06,6.72,12.96,0.0,74.0,2.5,598.0
28535,365756,67.69,0.0,6.51,4.46,7.19,14.0,0.0,76.0,2.5,591.0
28535,365757,67.62,0.0,6.49,4.49,6.23,14.0,0.0,75.0,2.5,586.0
28535,365759,68.34,0.0,5.99,4.89,6.71,13.93,0.0,76.0,2.5,587.0
28535,365760,67.74,0.0,6.48,4.79,6.45,13.98,0.0,75.0,2.6,583.0
28551,380707,70.73,0.0,0.4,5.89,10.19,12.79,0.0,72.0,2.5,562.0
28551,380708,79.0,0.0,2.0,4.0,1.0,13.0,0.0,69.0,2.4,519.0
28551,380710,71.0,0.0,0.0,0.0,11.5,17.5,0.0,70.0,2.53,558.0
28551,380711,80.0,0.0,0.0,0.0,7.9,12.1,0.0,68.0,2.43,561.0
28577,366262,59.95,0.0,0.0,0.0,16.03,12.04,11.98,71.0,2.6,502.0
28577,366263,59.03,0.0,0.99,2.51,15.47,11.04,10.96,76.0,2.6,513.0
28577,366265,59.98,0.0,0.0,0.0,19.98,12.05,7.99,71.0,2.62,536.0
28577,366266,58.01,0.0,2.0,0.0,20.0,9.97,10.01,75.0,2.62,552.0
28577,366268,57.78,0.0,2.01,8.49,12.2,9.94,9.58,74.0,2.59,566.0
28577,366269,55.03,0.0,4.97,0.0,20.04,9.96,10.0,72.0,2.63,562.0
28577,366270,58.0,0.0,1.97,4.99,15.03,10.05,9.95,71.0,2.6,530.0
28577,366271,70.48,0.0,0.0,0.0,13.78,9.58,6.17,70.0,2.52,556.0
28577,366272,59.97,0.0,0.0,0.0,24.0,8.0,8.03,71.0,2.64,572.0
28577,366273,54.58,0.0,9.65,0.0,19.3,10.48,5.99,77.0,2.61,570.0
28816,381527,79.0,0.0,2.0,4.0,1.0,13.0,1.0,67.8,2.39,515.0
28816,381528,72.0,0.0,1.0,6.0,9.0,12.0,0.0,74.2,2.5,540.0
28816,381529,83.0,11.0,1.0,0.0,0.0,4.0,1.0,62.0,2.23,560.0
28858,367102,67.67,0.0,6.18,3.44,6.97,13.83,0.13,77.0,2.53,602.0
28858,367104,65.0,0.0,7.54,4.41,6.79,13.22,1.21,78.0,2.53,610.0
28858,367106,66.46,0.0,6.3,4.49,7.23,14.5,0.0,77.0,2.53,592.0
29680,383705,53.77,0.88,0.0,7.56,23.91,5.9,7.12,83.0,2.71,589.0
30444,387177,75.85,0.0,0.36,0.0,11.69,9.6,2.51,70.6,2.49,540.0
30464,387223,78.18,9.0,3.07,0.0,1.68,7.07,1.0,71.4,2.33,555.0
30511,401108,67.35,0.0,10.49,5.29,0.35,13.45,2.4,72.0,2.43,623.0
30652,401735,10.0,50.0,12.0,8.0,20.0,0.0,0.0,80.0,2.49,612.0
30652,401736,20.0,40.0,12.0,8.0,20.0,0.0,0.0,81.4,2.52,622.0
30652,401737,30.0,30.0,12.0,8.0,15.0,0.0,5.0,75.5,2.47,590.0
30652,401738,40.0,20.0,12.0,8.0,10.0,5.0,5.0,72.7,2.47,565.0
30652,401740,45.0,20.0,10.0,10.0,5.0,5.0,5.0,68.8,2.42,548.0
30652,401741,50.0,10.0,10.0,10.0,10.0,5.0,5.0,76.6,2.51,595.0
30652,401743,50.0,10.0,12.0,8.0,20.0,0.0,0.0,86.1,2.59,676.0
30652,401744,50.0,20.0,12.0,8.0,0.0,5.0,5.0,61.5,2.33,543.0
30652,401746,55.0,10.0,12.0,8.0,5.0,5.0,5.0,72.0,2.43,606.0
30652,401747,55.0,15.0,10.0,10.0,0.0,5.0,5.0,65.2,2.36,568.0
30652,401750,60.0,10.0,2.5,10.0,0.0,12.5,5.0,73.9,2.47,536.0
30652,401751,60.0,10.0,5.0,10.0,0.0,10.0,5.0,72.5,2.44,541.0
30652,401752,60.0,10.0,7.5,10.0,0.0,7.5,5.0,69.7,2.4,554.0
30652,401753,60.0,10.0,10.0,5.0,5.0,5.0,5.0,70.6,2.41,595.0
30652,401754,60.0,10.0,10.0,10.0,0.0,5.0,5.0,67.2,2.38,583.0
30652,401757,60.0,10.0,12.0,8.0,0.0,5.0,5.0,62.0,2.34,598.0
30652,401758,60.0,15.0,10.0,5.0,0.0,5.0,5.0,61.1,2.32,540.0
30652,401761,65.0,5.0,2.5,10.0,0.0,12.5,5.0,73.6,2.46,553.0
30652,401762,65.0,5.0,5.0,10.0,0.0,10.0,5.0,72.1,2.44,558.0
30652,401763,65.0,5.0,5.0,5.0,5.0,10.0,5.0,74.9,2.48,551.0
30652,401764,65.0,5.0,5.0,5.0,3.0,10.0,5.0,76.7,2.47,511.0
30652,401765,65.0,5.0,5.0,5.0,3.0,12.0,5.0,74.0,2.47,540.0
30652,401766,65.0,5.0,5.0,5.0,5.0,11.0,2.0,78.9,2.48,524.0
30652,401767,65.0,5.0,5.0,5.0,5.0,9.0,4.0,78.2,2.48,526.0
30652,401768,65.0,5.0,5.0,5.0,5.0,7.0,6.0,77.1,2.47,523.0
30652,401778,65.0,5.0,5.0,5.0,5.0,11.0,4.0,75.2,2.48,552.0
30652,401781,65.0,5.0,7.0,5.0,3.0,10.0,5.0,71.9,2.46,536.0
